group_code,breeder,breeder_cross_code,eval_cat,Concept,Funding,state,Fruit count,Fruit Load,harvest_date,tray_number,fruit_left,fruit_harvested,All trays Quanity,total thrown,# rots thrown (12wk?),# softs thown (12wks?),Date,ave_frtWgt_harvest,fruitCount_total,failed_thrshld,breeder_response,ave_frtWgt_total,data_type,harvest_brix,harvest_dm,Sensory  Dry Matter (%),storage_week_due,sensory_week_due,coolstore_removal_date,days_ripen,primary_shape,taste_done,sensory_firmness,sensory_brix,storage1_date,storage1_week,storage1_firmness,last_storage_date,last_storage_week,last_storage_firmness,post_harvest_state,Sensory Brix (SSC) - Combined,Sensory Brix (SSC) - Stem,Sensory Brix (SSC) - Stylar,Sensory Chroma-C,Sensory Chroma-H,Sensory Chroma-L,Sensory Days to Ripen,Sensory FF Flat (kgf) Fruit Firmness,Sensory FF Flat (kgf) Fruit Firmness - Core,Sensory Fruit Diameter Maximum (mm),Sensory Fruit Diameter Minimum (mm),Sensory Fruit Diameter Ratio,Sensory Fruit Length (mm),Sensory Core Cavity,Sensory Core Colour,Sensory Core Firmness,Sensory Core Size,Sensory Cross Section,Sensory Hair Removability,Sensory Lenticels,Sensory Primary Shape,Sensory  Red FAST-Intensity Outer,Sensory  Red FAST-Intesity Inner,Sensory  Red FAST-Red Equatorial Spread,Sensory  Red Longitudinal Spread,Sensory  Sample size,Sensory Secondary Shape,Sensory Shoulder Shape,Sensory Skin Hairiness,Sensory Stylar Cavity External,Sensory Stylar Cavity Internal,Sensory Stylar End Shape,Sensory Woody Plug,Date1,Taster 1,O/A 1,Sweetness 1,Acid 1,Texture 1,Juiciness 1,Intensity 1,Duration 1,Core 1,Ripeness 1,retaste 1,SensoryComments1,Date2,Taster 2,O/A 2,Sweetness 2,Acid 2,Texture 2,Juiciness 2,Intensity 2,Duration 2,Core 2,Ripeness 2,retaste 2,SensoryComments2,Date3,Taster 3,O/A 3,Sweetness 3,Acid 3,Texture 3,Juiciness 3,Intensity 3,Duration 3,Core 3,Ripeness 3,retaste 3,SensoryComments3,Date4,Taster 4,O/A 4,Sweetness 4,Acid 4,Texture 4,Juiciness 4,Intensity 4,Duratioin 4,Core 4,Ripeness 4,retaste 4,SensoryComments4,Date5,Taster 5,O/A 5,Sweetness 5,Acid 5,Texture 5,Juiciness 5,Intensity 5,Duration 5,Core 5,Ripeness 5,retaste 5,SensoryComments5,Date6,Taster 6,O/A 6,Sweetness 6,Acid 6,Texture 6,Juiciness 6,Intensity 6,Duration 6,Core 6,Ripeness 6,retaste 6,SensoryComments6,Date7,Taster 7,O/A 7,Sweetness 7,Acid 7,Texture 7,Juiciness 7,Intensity 7,Duration 7,Core 7,Ripeness 7,retaste 7,Taster 8,SensoryComments7,Date8,O/A 8,Sweetness 8,Acid 8,Texture 8,Juiciness 8,Intensity 8,Duration 8,Core 8,Ripeness 8,retaste 8,SensoryComments8
K10.11-05-13e,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-13f,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-13j,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-14d,CC,zC03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-14i,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-15d,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-15e,CC,zB02,ZR4_CC,Red,Commercial,Culled,34,3,31/03/2016,1600597,10,31,,,,,,167.45,34,Dry Matter (%),End,167.22,Destructive,8.43,16.24,,,,,,,,,,10/06/2016,10,0.33,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-15k,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-05-16a,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-10d,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-10h,CC,zB05,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-11a,CC,zA02,ZR4_CC,Red,Commercial,Culled,6,1,21/04/2016,1601814,3,5,,,,,,171.36,5,,,171.36,Predicted,10.11,16.49,,,,,,,,,,30/06/2016,10,0.38,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-11m,CC,zB04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-14f,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-15m,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-15o,CC,zA07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-16g,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-06-16n,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-09j,CC,zB04,ZR4_CC,Red,Commercial,Culled,27,2,13/04/2016,1601144,8,20,5,,,,,163.4,26,Dry Matter (%),End,161.72,Destructive,8,16.07,,,,20/07/2016,7,Maliform,YES,0.34,14.61,22/06/2016,10,0.71,,,,Finished,14.61,14.84,14.38,21.06,101.43,50.66,7,0.34,0,0,0,0,0,Small,Gel discoloured/Cream,Moderately Firm,3,Broadly Elliptical,Moderate,Slightly Raised,Maliform,0,0,0,2,5,0,0,moderate (hort16a),1,0,Hollow with Raised,2,27-Jul-16,hrkark,6,7,6,5,4,Medium,Medium,No Dectectable Firmness,Good,,"really juicy mod fruity sweet with mild tang, sl stewed apple finish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-10d,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-10n,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-11l,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-12a,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-12e,CC,zB03,ZR4_CC,Red,Commercial,Culled,5,1,,,,,,,,,,,,,,,Predicted,6.26,13.89746,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-12i,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-13o,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-14a,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-14o,CC,zB04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-15b,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-15g,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-16b,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-16c,CC,zB0507,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-07-16e,CC,zB02,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-08n,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-09h,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-10l,CC,zG08,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-11f,CC,zB03,ZR4_CC,Red,Commercial,Culled,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-14c,CC,zB07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-14d,CC,zA05,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-15e,CC,zB02,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-15f,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-08-16b,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-08l,CC,zB04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-08m,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-09g,CC,zC07,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-09l,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-09n,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-09o,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-10j,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-11d,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-12e,CC,zA03,ZR4_CC,Red,Commercial,Culled,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-12i,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-12l,CC,zA04,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-13g,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-13l,CC,zA03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-14d,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10.11-09-14n,CC,zB03,ZR4_CC,Red,Commercial,Culled,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
